project_id,title,country,climate_bin,typology,massing_type,image_ids,lat,lon,categories,city,architect,description,keywords
p_m_sironi_academy_of_fine_arts_lerua_stud_1034676,M Sironi Academy Of Fine Arts Lerua Stud,Italy,temperate,school,,"[""i_p_m_sironi_academy_of_fine_arts_lerua_stud_1034676_diagrams_p_m_sironi_academy_of_fine_arts_lerua_stud_1034676_p_m_sironi_academy_of_fine_arts_lerua_stud_1034676_diagrams_p_m_sironi_academy_of_fine_arts_lerua_stud_1034676_diagram_1"", ""i_p_m_sironi_academy_of_fine_arts_lerua_stud_1034676_exteriors_p_m_sironi_academy_of_fine_arts_lerua_stud_1034676_p_m_sironi_academy_of_fine_arts_lerua_stud_1034676_exteriors_p_m_sironi_academy_of_fine_arts_lerua_stud_1034676_exterior_1"", ""i_p_m_sironi_academy_of_fine_arts_lerua_stud_1034676_exteriors_p_m_sironi_academy_of_fine_arts_lerua_stud_1034676_p_m_sironi_academy_of_fine_arts_lerua_stud_1034676_exteriors_p_m_sironi_academy_of_fine_arts_lerua_stud_1034676_exterior_2"", ""i_p_m_sironi_academy_of_fine_arts_lerua_stud_1034676_exteriors_p_m_sironi_academy_of_fine_arts_lerua_stud_1034676_p_m_sironi_academy_of_fine_arts_lerua_stud_1034676_exteriors_p_m_sironi_academy_of_fine_arts_lerua_stud_1034676_exterior_3"", ""i_p_m_sironi_academy_of_fine_arts_lerua_stud_1034676_exteriors_p_m_sironi_academy_of_fine_arts_lerua_stud_1034676_p_m_sironi_academy_of_fine_arts_lerua_stud_1034676_exteriors_p_m_sironi_academy_of_fine_arts_lerua_stud_1034676_exterior_4"", ""i_p_m_sironi_academy_of_fine_arts_lerua_stud_1034676_exteriors_p_m_sironi_academy_of_fine_arts_lerua_stud_1034676_p_m_sironi_academy_of_fine_arts_lerua_stud_1034676_exteriors_p_m_sironi_academy_of_fine_arts_lerua_stud_1034676_exterior_5"", ""i_p_m_sironi_academy_of_fine_arts_lerua_stud_1034676_interiors_p_m_sironi_academy_of_fine_arts_lerua_stud_1034676_p_m_sironi_academy_of_fine_arts_lerua_stud_1034676_interiors_p_m_sironi_academy_of_fine_arts_lerua_stud_1034676_interior_1"", ""i_p_m_sironi_academy_of_fine_arts_lerua_stud_1034676_interiors_p_m_sironi_academy_of_fine_arts_lerua_stud_1034676_p_m_sironi_academy_of_fine_arts_lerua_stud_1034676_interiors_p_m_sironi_academy_of_fine_arts_lerua_stud_1034676_interior_2"", ""i_p_m_sironi_academy_of_fine_arts_lerua_stud_1034676_interiors_p_m_sironi_academy_of_fine_arts_lerua_stud_1034676_p_m_sironi_academy_of_fine_arts_lerua_stud_1034676_interiors_p_m_sironi_academy_of_fine_arts_lerua_stud_1034676_interior_3"", ""i_p_m_sironi_academy_of_fine_arts_lerua_stud_1034676_interiors_p_m_sironi_academy_of_fine_arts_lerua_stud_1034676_p_m_sironi_academy_of_fine_arts_lerua_stud_1034676_interiors_p_m_sironi_academy_of_fine_arts_lerua_stud_1034676_interior_4""]",40.7258034,8.5557334,"diagrams,interiors,exteriors",Lerua,M Sironi,"The M Sironi Academy Of Fine Arts Lerua Stud is likely an educational institution focused on fine arts, providing training and resources for aspiring artists.","academy,fine arts,education,school,M Sironi"
p_majlis_the_manama_wind_catchers_pavilion_1034852,Majlis The Manama Wind Catchers Pavilion,Bahrain,arid,cultural center,,"[""i_p_majlis_the_manama_wind_catchers_pavilion_1034852_exteriors_p_majlis_the_manama_wind_catchers_pavilion_1034852_p_majlis_the_manama_wind_catchers_pavilion_1034852_exteriors_p_majlis_the_manama_wind_catchers_pavilion_1034852_exterior_1"", ""i_p_majlis_the_manama_wind_catchers_pavilion_1034852_exteriors_p_majlis_the_manama_wind_catchers_pavilion_1034852_p_majlis_the_manama_wind_catchers_pavilion_1034852_exteriors_p_majlis_the_manama_wind_catchers_pavilion_1034852_exterior_2"", ""i_p_majlis_the_manama_wind_catchers_pavilion_1034852_interiors_p_majlis_the_manama_wind_catchers_pavilion_1034852_p_majlis_the_manama_wind_catchers_pavilion_1034852_interiors_p_majlis_the_manama_wind_catchers_pavilion_1034852_interior_1"", ""i_p_majlis_the_manama_wind_catchers_pavilion_1034852_interiors_p_majlis_the_manama_wind_catchers_pavilion_1034852_p_majlis_the_manama_wind_catchers_pavilion_1034852_interiors_p_majlis_the_manama_wind_catchers_pavilion_1034852_interior_2""]",45.440379,12.3159547,"interiors,exteriors",Manama,,"The Majlis The Manama Wind Catchers Pavilion is likely a cultural center designed to incorporate traditional architectural elements such as wind catchers, which are used for natural ventilation in hot climates.","Majlis,Manama,Wind Catchers,Pavilion,cultural center,Bahrain,architecture"
p_mengzi_nsau_bookstore_of_librairie_avant_1029258,Mengzi Nsau Bookstore Of Librairie Avant,China,tropical,bookstore,,"[""i_p_mengzi_nsau_bookstore_of_librairie_avant_1029258_exteriors_p_mengzi_nsau_bookstore_of_librairie_avant_1029258_p_mengzi_nsau_bookstore_of_librairie_avant_1029258_exteriors_p_mengzi_nsau_bookstore_of_librairie_avant_1029258_exterior_1"", ""i_p_mengzi_nsau_bookstore_of_librairie_avant_1029258_exteriors_p_mengzi_nsau_bookstore_of_librairie_avant_1029258_p_mengzi_nsau_bookstore_of_librairie_avant_1029258_exteriors_p_mengzi_nsau_bookstore_of_librairie_avant_1029258_exterior_2"", ""i_p_mengzi_nsau_bookstore_of_librairie_avant_1029258_exteriors_p_mengzi_nsau_bookstore_of_librairie_avant_1029258_p_mengzi_nsau_bookstore_of_librairie_avant_1029258_exteriors_p_mengzi_nsau_bookstore_of_librairie_avant_1029258_exterior_3"", ""i_p_mengzi_nsau_bookstore_of_librairie_avant_1029258_interiors_p_mengzi_nsau_bookstore_of_librairie_avant_1029258_p_mengzi_nsau_bookstore_of_librairie_avant_1029258_interiors_p_mengzi_nsau_bookstore_of_librairie_avant_1029258_interior_1"", ""i_p_mengzi_nsau_bookstore_of_librairie_avant_1029258_interiors_p_mengzi_nsau_bookstore_of_librairie_avant_1029258_p_mengzi_nsau_bookstore_of_librairie_avant_1029258_interiors_p_mengzi_nsau_bookstore_of_librairie_avant_1029258_interior_2""]",23.3962199,103.36481,"interiors,exteriors",Mengzi,,"The Mengzi Nsau Bookstore of Librairie Avant is likely a retail space focused on selling books, possibly with a cultural or community-oriented design.","bookstore,library,Mengzi,Librairie Avant,retail,cultural space"
p_mirage_in_yumeshima_pondedge_f_a_r_m_1035126,Mirage In Yumeshima Pondedge F A R M,Japan,temperate,farm,,"[""i_p_mirage_in_yumeshima_pondedge_f_a_r_m_1035126_diagrams_p_mirage_in_yumeshima_pondedge_f_a_r_m_1035126_p_mirage_in_yumeshima_pondedge_f_a_r_m_1035126_diagrams_p_mirage_in_yumeshima_pondedge_f_a_r_m_1035126_diagram_1"", ""i_p_mirage_in_yumeshima_pondedge_f_a_r_m_1035126_exteriors_p_mirage_in_yumeshima_pondedge_f_a_r_m_1035126_p_mirage_in_yumeshima_pondedge_f_a_r_m_1035126_exteriors_p_mirage_in_yumeshima_pondedge_f_a_r_m_1035126_exterior_1"", ""i_p_mirage_in_yumeshima_pondedge_f_a_r_m_1035126_exteriors_p_mirage_in_yumeshima_pondedge_f_a_r_m_1035126_p_mirage_in_yumeshima_pondedge_f_a_r_m_1035126_exteriors_p_mirage_in_yumeshima_pondedge_f_a_r_m_1035126_exterior_2"", ""i_p_mirage_in_yumeshima_pondedge_f_a_r_m_1035126_interiors_p_mirage_in_yumeshima_pondedge_f_a_r_m_1035126_p_mirage_in_yumeshima_pondedge_f_a_r_m_1035126_interiors_p_mirage_in_yumeshima_pondedge_f_a_r_m_1035126_interior_1"", ""i_p_mirage_in_yumeshima_pondedge_f_a_r_m_1035126_interiors_p_mirage_in_yumeshima_pondedge_f_a_r_m_1035126_p_mirage_in_yumeshima_pondedge_f_a_r_m_1035126_interiors_p_mirage_in_yumeshima_pondedge_f_a_r_m_1035126_interior_2""]",34.6937249,135.5022535,"diagrams,interiors,exteriors",Osaka,,"The project likely involves a farm located near Yumeshima Pond, possibly integrating agricultural practices with a focus on sustainability and community engagement.","farm,Yumeshima,agriculture,sustainability,community"
p_mirikaroden_nakagawa_cultural_complex_fu_1032242,Mirikaroden Nakagawa Cultural Complex Fu,Japan,temperate,cultural center,,"[""i_p_mirikaroden_nakagawa_cultural_complex_fu_1032242_diagrams_p_mirikaroden_nakagawa_cultural_complex_fu_1032242_p_mirikaroden_nakagawa_cultural_complex_fu_1032242_diagrams_p_mirikaroden_nakagawa_cultural_complex_fu_1032242_diagram_1"", ""i_p_mirikaroden_nakagawa_cultural_complex_fu_1032242_diagrams_p_mirikaroden_nakagawa_cultural_complex_fu_1032242_p_mirikaroden_nakagawa_cultural_complex_fu_1032242_diagrams_p_mirikaroden_nakagawa_cultural_complex_fu_1032242_diagram_2"", ""i_p_mirikaroden_nakagawa_cultural_complex_fu_1032242_diagrams_p_mirikaroden_nakagawa_cultural_complex_fu_1032242_p_mirikaroden_nakagawa_cultural_complex_fu_1032242_diagrams_p_mirikaroden_nakagawa_cultural_complex_fu_1032242_diagram_3"", ""i_p_mirikaroden_nakagawa_cultural_complex_fu_1032242_exteriors_p_mirikaroden_nakagawa_cultural_complex_fu_1032242_p_mirikaroden_nakagawa_cultural_complex_fu_1032242_exteriors_p_mirikaroden_nakagawa_cultural_complex_fu_1032242_exterior_1"", ""i_p_mirikaroden_nakagawa_cultural_complex_fu_1032242_exteriors_p_mirikaroden_nakagawa_cultural_complex_fu_1032242_p_mirikaroden_nakagawa_cultural_complex_fu_1032242_exteriors_p_mirikaroden_nakagawa_cultural_complex_fu_1032242_exterior_2"", ""i_p_mirikaroden_nakagawa_cultural_complex_fu_1032242_interiors_p_mirikaroden_nakagawa_cultural_complex_fu_1032242_p_mirikaroden_nakagawa_cultural_complex_fu_1032242_interiors_p_mirikaroden_nakagawa_cultural_complex_fu_1032242_interior_1"", ""i_p_mirikaroden_nakagawa_cultural_complex_fu_1032242_interiors_p_mirikaroden_nakagawa_cultural_complex_fu_1032242_p_mirikaroden_nakagawa_cultural_complex_fu_1032242_interiors_p_mirikaroden_nakagawa_cultural_complex_fu_1032242_interior_2"", ""i_p_mirikaroden_nakagawa_cultural_complex_fu_1032242_interiors_p_mirikaroden_nakagawa_cultural_complex_fu_1032242_p_mirikaroden_nakagawa_cultural_complex_fu_1032242_interiors_p_mirikaroden_nakagawa_cultural_complex_fu_1032242_interior_3"", ""i_p_mirikaroden_nakagawa_cultural_complex_fu_1032242_interiors_p_mirikaroden_nakagawa_cultural_complex_fu_1032242_p_mirikaroden_nakagawa_cultural_complex_fu_1032242_interiors_p_mirikaroden_nakagawa_cultural_complex_fu_1032242_interior_4"", ""i_p_mirikaroden_nakagawa_cultural_complex_fu_1032242_interiors_p_mirikaroden_nakagawa_cultural_complex_fu_1032242_p_mirikaroden_nakagawa_cultural_complex_fu_1032242_interiors_p_mirikaroden_nakagawa_cultural_complex_fu_1032242_interior_5""]",33.4995319,130.4221702,"diagrams,interiors,exteriors",Fukuoka,,"The Mirikaroden Nakagawa Cultural Complex Fu is likely a facility designed to host cultural events and activities, serving as a hub for community engagement and artistic expression.","cultural complex,community center,Fukuoka,Japan,architecture"
p_modern_history_of_christianity_museum_ko_1028005,Modern History Of Christianity Museum Ko,South Korea,temperate,museum,,"[""i_p_modern_history_of_christianity_museum_ko_1028005_diagrams_p_modern_history_of_christianity_museum_ko_1028005_p_modern_history_of_christianity_museum_ko_1028005_diagrams_p_modern_history_of_christianity_museum_ko_1028005_diagram_1"", ""i_p_modern_history_of_christianity_museum_ko_1028005_diagrams_p_modern_history_of_christianity_museum_ko_1028005_p_modern_history_of_christianity_museum_ko_1028005_diagrams_p_modern_history_of_christianity_museum_ko_1028005_diagram_2"", ""i_p_modern_history_of_christianity_museum_ko_1028005_diagrams_p_modern_history_of_christianity_museum_ko_1028005_p_modern_history_of_christianity_museum_ko_1028005_diagrams_p_modern_history_of_christianity_museum_ko_1028005_diagram_3"", ""i_p_modern_history_of_christianity_museum_ko_1028005_exteriors_p_modern_history_of_christianity_museum_ko_1028005_p_modern_history_of_christianity_museum_ko_1028005_exteriors_p_modern_history_of_christianity_museum_ko_1028005_exterior_1"", ""i_p_modern_history_of_christianity_museum_ko_1028005_exteriors_p_modern_history_of_christianity_museum_ko_1028005_p_modern_history_of_christianity_museum_ko_1028005_exteriors_p_modern_history_of_christianity_museum_ko_1028005_exterior_2"", ""i_p_modern_history_of_christianity_museum_ko_1028005_exteriors_p_modern_history_of_christianity_museum_ko_1028005_p_modern_history_of_christianity_museum_ko_1028005_exteriors_p_modern_history_of_christianity_museum_ko_1028005_exterior_3"", ""i_p_modern_history_of_christianity_museum_ko_1028005_exteriors_p_modern_history_of_christianity_museum_ko_1028005_p_modern_history_of_christianity_museum_ko_1028005_exteriors_p_modern_history_of_christianity_museum_ko_1028005_exterior_4"", ""i_p_modern_history_of_christianity_museum_ko_1028005_exteriors_p_modern_history_of_christianity_museum_ko_1028005_p_modern_history_of_christianity_museum_ko_1028005_exteriors_p_modern_history_of_christianity_museum_ko_1028005_exterior_5"", ""i_p_modern_history_of_christianity_museum_ko_1028005_interiors_p_modern_history_of_christianity_museum_ko_1028005_p_modern_history_of_christianity_museum_ko_1028005_interiors_p_modern_history_of_christianity_museum_ko_1028005_interior_1"", ""i_p_modern_history_of_christianity_museum_ko_1028005_interiors_p_modern_history_of_christianity_museum_ko_1028005_p_modern_history_of_christianity_museum_ko_1028005_interiors_p_modern_history_of_christianity_museum_ko_1028005_interior_2""]",35.907757,127.766922,"diagrams,interiors,exteriors",null,null,The Modern History Of Christianity Museum Ko is likely a cultural institution dedicated to showcasing the history and impact of Christianity in a modern context.,"museum,Christianity,history,culture,South Korea"
p_modern_mongolian_ger_installation_ger_at_1032499,Modern Mongolian Ger Installation Ger At,Mongolia,continental,cultural center,,"[""i_p_modern_mongolian_ger_installation_ger_at_1032499_exteriors_p_modern_mongolian_ger_installation_ger_at_1032499_p_modern_mongolian_ger_installation_ger_at_1032499_exteriors_p_modern_mongolian_ger_installation_ger_at_1032499_exterior_1"", ""i_p_modern_mongolian_ger_installation_ger_at_1032499_exteriors_p_modern_mongolian_ger_installation_ger_at_1032499_p_modern_mongolian_ger_installation_ger_at_1032499_exteriors_p_modern_mongolian_ger_installation_ger_at_1032499_exterior_2"", ""i_p_modern_mongolian_ger_installation_ger_at_1032499_interiors_p_modern_mongolian_ger_installation_ger_at_1032499_p_modern_mongolian_ger_installation_ger_at_1032499_interiors_p_modern_mongolian_ger_installation_ger_at_1032499_interior_1"", ""i_p_modern_mongolian_ger_installation_ger_at_1032499_interiors_p_modern_mongolian_ger_installation_ger_at_1032499_p_modern_mongolian_ger_installation_ger_at_1032499_interiors_p_modern_mongolian_ger_installation_ger_at_1032499_interior_2""]",42.2585999,118.88894,"interiors,exteriors",,,"The project likely involves the installation of a modern interpretation of a traditional Mongolian ger, which serves as a cultural space or gathering area.","Mongolian Ger,installation,cultural center,modern architecture"
p_moon_pavilion_atelier_guo_1034543,Moon Pavilion Atelier Guo,China,tropical,,,"[""i_p_moon_pavilion_atelier_guo_1034543_exteriors_p_moon_pavilion_atelier_guo_1034543_p_moon_pavilion_atelier_guo_1034543_exteriors_p_moon_pavilion_atelier_guo_1034543_exterior_1"", ""i_p_moon_pavilion_atelier_guo_1034543_exteriors_p_moon_pavilion_atelier_guo_1034543_p_moon_pavilion_atelier_guo_1034543_exteriors_p_moon_pavilion_atelier_guo_1034543_exterior_2"", ""i_p_moon_pavilion_atelier_guo_1034543_exteriors_p_moon_pavilion_atelier_guo_1034543_p_moon_pavilion_atelier_guo_1034543_exteriors_p_moon_pavilion_atelier_guo_1034543_exterior_3"", ""i_p_moon_pavilion_atelier_guo_1034543_exteriors_p_moon_pavilion_atelier_guo_1034543_p_moon_pavilion_atelier_guo_1034543_exteriors_p_moon_pavilion_atelier_guo_1034543_exterior_4"", ""i_p_moon_pavilion_atelier_guo_1034543_exteriors_p_moon_pavilion_atelier_guo_1034543_p_moon_pavilion_atelier_guo_1034543_exteriors_p_moon_pavilion_atelier_guo_1034543_exterior_5"", ""i_p_moon_pavilion_atelier_guo_1034543_interiors_p_moon_pavilion_atelier_guo_1034543_p_moon_pavilion_atelier_guo_1034543_interiors_p_moon_pavilion_atelier_guo_1034543_interior_1"", ""i_p_moon_pavilion_atelier_guo_1034543_interiors_p_moon_pavilion_atelier_guo_1034543_p_moon_pavilion_atelier_guo_1034543_interiors_p_moon_pavilion_atelier_guo_1034543_interior_2"", ""i_p_moon_pavilion_atelier_guo_1034543_interiors_p_moon_pavilion_atelier_guo_1034543_p_moon_pavilion_atelier_guo_1034543_interiors_p_moon_pavilion_atelier_guo_1034543_interior_3""]",23.1125099,114.41552,"interiors,exteriors",,Guo,"The Moon Pavilion Atelier Guo likely refers to a design project by architect Guo, possibly featuring a pavilion structure that emphasizes a connection to nature or lunar themes.","pavilion,architecture,Guo,moon,design"
p_mumo_museum_of_motorcycles_draa_1030778,Mumo Museum Of Motorcycles Draa,null,null,museum,,"[""i_p_mumo_museum_of_motorcycles_draa_1030778_exteriors_p_mumo_museum_of_motorcycles_draa_1030778_p_mumo_museum_of_motorcycles_draa_1030778_exteriors_p_mumo_museum_of_motorcycles_draa_1030778_exterior_1"", ""i_p_mumo_museum_of_motorcycles_draa_1030778_exteriors_p_mumo_museum_of_motorcycles_draa_1030778_p_mumo_museum_of_motorcycles_draa_1030778_exteriors_p_mumo_museum_of_motorcycles_draa_1030778_exterior_2"", ""i_p_mumo_museum_of_motorcycles_draa_1030778_exteriors_p_mumo_museum_of_motorcycles_draa_1030778_p_mumo_museum_of_motorcycles_draa_1030778_exteriors_p_mumo_museum_of_motorcycles_draa_1030778_exterior_3"", ""i_p_mumo_museum_of_motorcycles_draa_1030778_exteriors_p_mumo_museum_of_motorcycles_draa_1030778_p_mumo_museum_of_motorcycles_draa_1030778_exteriors_p_mumo_museum_of_motorcycles_draa_1030778_exterior_4"", ""i_p_mumo_museum_of_motorcycles_draa_1030778_exteriors_p_mumo_museum_of_motorcycles_draa_1030778_p_mumo_museum_of_motorcycles_draa_1030778_exteriors_p_mumo_museum_of_motorcycles_draa_1030778_exterior_5"", ""i_p_mumo_museum_of_motorcycles_draa_1030778_interiors_p_mumo_museum_of_motorcycles_draa_1030778_p_mumo_museum_of_motorcycles_draa_1030778_interiors_p_mumo_museum_of_motorcycles_draa_1030778_interior_1"", ""i_p_mumo_museum_of_motorcycles_draa_1030778_interiors_p_mumo_museum_of_motorcycles_draa_1030778_p_mumo_museum_of_motorcycles_draa_1030778_interiors_p_mumo_museum_of_motorcycles_draa_1030778_interior_2""]",-40.9768373,-72.8819616,"interiors,exteriors",null,null,"The Mumo Museum Of Motorcycles Draa is likely a cultural institution dedicated to the exhibition and preservation of motorcycles, showcasing their history and significance.","museum,motorcycles,cultural institution,exhibition,preservation"
p_munarra_centre_for_regional_excellence_a_1035026,Munarra Centre For Regional Excellence A,Australia,temperate,community center,,"[""i_p_munarra_centre_for_regional_excellence_a_1035026_diagrams_p_munarra_centre_for_regional_excellence_a_1035026_p_munarra_centre_for_regional_excellence_a_1035026_diagrams_p_munarra_centre_for_regional_excellence_a_1035026_diagram_1"", ""i_p_munarra_centre_for_regional_excellence_a_1035026_diagrams_p_munarra_centre_for_regional_excellence_a_1035026_p_munarra_centre_for_regional_excellence_a_1035026_diagrams_p_munarra_centre_for_regional_excellence_a_1035026_diagram_2"", ""i_p_munarra_centre_for_regional_excellence_a_1035026_diagrams_p_munarra_centre_for_regional_excellence_a_1035026_p_munarra_centre_for_regional_excellence_a_1035026_diagrams_p_munarra_centre_for_regional_excellence_a_1035026_diagram_3"", ""i_p_munarra_centre_for_regional_excellence_a_1035026_exteriors_p_munarra_centre_for_regional_excellence_a_1035026_p_munarra_centre_for_regional_excellence_a_1035026_exteriors_p_munarra_centre_for_regional_excellence_a_1035026_exterior_1"", ""i_p_munarra_centre_for_regional_excellence_a_1035026_exteriors_p_munarra_centre_for_regional_excellence_a_1035026_p_munarra_centre_for_regional_excellence_a_1035026_exteriors_p_munarra_centre_for_regional_excellence_a_1035026_exterior_2"", ""i_p_munarra_centre_for_regional_excellence_a_1035026_exteriors_p_munarra_centre_for_regional_excellence_a_1035026_p_munarra_centre_for_regional_excellence_a_1035026_exteriors_p_munarra_centre_for_regional_excellence_a_1035026_exterior_3"", ""i_p_munarra_centre_for_regional_excellence_a_1035026_exteriors_p_munarra_centre_for_regional_excellence_a_1035026_p_munarra_centre_for_regional_excellence_a_1035026_exteriors_p_munarra_centre_for_regional_excellence_a_1035026_exterior_4"", ""i_p_munarra_centre_for_regional_excellence_a_1035026_exteriors_p_munarra_centre_for_regional_excellence_a_1035026_p_munarra_centre_for_regional_excellence_a_1035026_exteriors_p_munarra_centre_for_regional_excellence_a_1035026_exterior_5"", ""i_p_munarra_centre_for_regional_excellence_a_1035026_interiors_p_munarra_centre_for_regional_excellence_a_1035026_p_munarra_centre_for_regional_excellence_a_1035026_interiors_p_munarra_centre_for_regional_excellence_a_1035026_interior_1"", ""i_p_munarra_centre_for_regional_excellence_a_1035026_interiors_p_munarra_centre_for_regional_excellence_a_1035026_p_munarra_centre_for_regional_excellence_a_1035026_interiors_p_munarra_centre_for_regional_excellence_a_1035026_interior_2""]",-36.3811027,145.3993137,"diagrams,interiors,exteriors",null,null,The Munarra Centre for Regional Excellence A is likely a facility aimed at promoting community engagement and development in a regional context.,"community center,regional excellence,Australia,Munarra"
p_museum_bezau_innauer_matt_architekten_1031766,Museum Bezau Innauer Matt Architekten,Austria,temperate,museum,,"[""i_p_museum_bezau_innauer_matt_architekten_1031766_diagrams_p_museum_bezau_innauer_matt_architekten_1031766_p_museum_bezau_innauer_matt_architekten_1031766_diagrams_p_museum_bezau_innauer_matt_architekten_1031766_diagram_1"", ""i_p_museum_bezau_innauer_matt_architekten_1031766_diagrams_p_museum_bezau_innauer_matt_architekten_1031766_p_museum_bezau_innauer_matt_architekten_1031766_diagrams_p_museum_bezau_innauer_matt_architekten_1031766_diagram_2"", ""i_p_museum_bezau_innauer_matt_architekten_1031766_diagrams_p_museum_bezau_innauer_matt_architekten_1031766_p_museum_bezau_innauer_matt_architekten_1031766_diagrams_p_museum_bezau_innauer_matt_architekten_1031766_diagram_3"", ""i_p_museum_bezau_innauer_matt_architekten_1031766_exteriors_p_museum_bezau_innauer_matt_architekten_1031766_p_museum_bezau_innauer_matt_architekten_1031766_exteriors_p_museum_bezau_innauer_matt_architekten_1031766_exterior_1"", ""i_p_museum_bezau_innauer_matt_architekten_1031766_exteriors_p_museum_bezau_innauer_matt_architekten_1031766_p_museum_bezau_innauer_matt_architekten_1031766_exteriors_p_museum_bezau_innauer_matt_architekten_1031766_exterior_2"", ""i_p_museum_bezau_innauer_matt_architekten_1031766_exteriors_p_museum_bezau_innauer_matt_architekten_1031766_p_museum_bezau_innauer_matt_architekten_1031766_exteriors_p_museum_bezau_innauer_matt_architekten_1031766_exterior_3"", ""i_p_museum_bezau_innauer_matt_architekten_1031766_exteriors_p_museum_bezau_innauer_matt_architekten_1031766_p_museum_bezau_innauer_matt_architekten_1031766_exteriors_p_museum_bezau_innauer_matt_architekten_1031766_exterior_4"", ""i_p_museum_bezau_innauer_matt_architekten_1031766_exteriors_p_museum_bezau_innauer_matt_architekten_1031766_p_museum_bezau_innauer_matt_architekten_1031766_exteriors_p_museum_bezau_innauer_matt_architekten_1031766_exterior_5"", ""i_p_museum_bezau_innauer_matt_architekten_1031766_interiors_p_museum_bezau_innauer_matt_architekten_1031766_p_museum_bezau_innauer_matt_architekten_1031766_interiors_p_museum_bezau_innauer_matt_architekten_1031766_interior_1"", ""i_p_museum_bezau_innauer_matt_architekten_1031766_interiors_p_museum_bezau_innauer_matt_architekten_1031766_p_museum_bezau_innauer_matt_architekten_1031766_interiors_p_museum_bezau_innauer_matt_architekten_1031766_interior_2"", ""i_p_museum_bezau_innauer_matt_architekten_1031766_interiors_p_museum_bezau_innauer_matt_architekten_1031766_p_museum_bezau_innauer_matt_architekten_1031766_interiors_p_museum_bezau_innauer_matt_architekten_1031766_interior_3"", ""i_p_museum_bezau_innauer_matt_architekten_1031766_interiors_p_museum_bezau_innauer_matt_architekten_1031766_p_museum_bezau_innauer_matt_architekten_1031766_interiors_p_museum_bezau_innauer_matt_architekten_1031766_interior_4"", ""i_p_museum_bezau_innauer_matt_architekten_1031766_interiors_p_museum_bezau_innauer_matt_architekten_1031766_p_museum_bezau_innauer_matt_architekten_1031766_interiors_p_museum_bezau_innauer_matt_architekten_1031766_interior_5""]",47.3854621,9.9040057,"diagrams,interiors,exteriors",Bezau,Innauer Matt Architekten,"Museum Bezau is likely a cultural institution designed to showcase art, history, or local heritage, created by the architectural firm Innauer Matt Architekten.","museum,Innauer Matt Architekten,cultural institution,Bezau,Austria"
p_mycelial_hut_yong_ju_lee_architecture_1035602,Mycelial Hut Yong Ju Lee Architecture,,,hut,,"[""i_p_mycelial_hut_yong_ju_lee_architecture_1035602_diagrams_p_mycelial_hut_yong_ju_lee_architecture_1035602_p_mycelial_hut_yong_ju_lee_architecture_1035602_diagrams_p_mycelial_hut_yong_ju_lee_architecture_1035602_diagram_1"", ""i_p_mycelial_hut_yong_ju_lee_architecture_1035602_diagrams_p_mycelial_hut_yong_ju_lee_architecture_1035602_p_mycelial_hut_yong_ju_lee_architecture_1035602_diagrams_p_mycelial_hut_yong_ju_lee_architecture_1035602_diagram_2"", ""i_p_mycelial_hut_yong_ju_lee_architecture_1035602_exteriors_p_mycelial_hut_yong_ju_lee_architecture_1035602_p_mycelial_hut_yong_ju_lee_architecture_1035602_exteriors_p_mycelial_hut_yong_ju_lee_architecture_1035602_exterior_1"", ""i_p_mycelial_hut_yong_ju_lee_architecture_1035602_exteriors_p_mycelial_hut_yong_ju_lee_architecture_1035602_p_mycelial_hut_yong_ju_lee_architecture_1035602_exteriors_p_mycelial_hut_yong_ju_lee_architecture_1035602_exterior_2"", ""i_p_mycelial_hut_yong_ju_lee_architecture_1035602_exteriors_p_mycelial_hut_yong_ju_lee_architecture_1035602_p_mycelial_hut_yong_ju_lee_architecture_1035602_exteriors_p_mycelial_hut_yong_ju_lee_architecture_1035602_exterior_3"", ""i_p_mycelial_hut_yong_ju_lee_architecture_1035602_exteriors_p_mycelial_hut_yong_ju_lee_architecture_1035602_p_mycelial_hut_yong_ju_lee_architecture_1035602_exteriors_p_mycelial_hut_yong_ju_lee_architecture_1035602_exterior_4"", ""i_p_mycelial_hut_yong_ju_lee_architecture_1035602_exteriors_p_mycelial_hut_yong_ju_lee_architecture_1035602_p_mycelial_hut_yong_ju_lee_architecture_1035602_exteriors_p_mycelial_hut_yong_ju_lee_architecture_1035602_exterior_5"", ""i_p_mycelial_hut_yong_ju_lee_architecture_1035602_interiors_p_mycelial_hut_yong_ju_lee_architecture_1035602_p_mycelial_hut_yong_ju_lee_architecture_1035602_interiors_p_mycelial_hut_yong_ju_lee_architecture_1035602_interior_1"", ""i_p_mycelial_hut_yong_ju_lee_architecture_1035602_interiors_p_mycelial_hut_yong_ju_lee_architecture_1035602_p_mycelial_hut_yong_ju_lee_architecture_1035602_interiors_p_mycelial_hut_yong_ju_lee_architecture_1035602_interior_2""]",,,"diagrams,interiors,exteriors",,Yong Ju Lee,"The Mycelial Hut likely refers to a small, innovative structure designed by architect Yong Ju Lee, possibly inspired by mycelium as a sustainable building material.","mycelium,architecture,sustainable design,Yong Ju Lee,hut"
